Old Family #,Family Name,Looked at?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
116,d-Neighborhood of a String,2,d-Neighborhood of a String,911,,0,1,1,"$O(f_{bin}(\sigma-1, n, d))$ where $f_{bin}(x, y, z) = sum_{i=0}^z C(y, i)*x^i$",Any distribution,(output is of that size),[http://rosalind.info/problems/ba1n/ Iterative naive (1940)],Iterative naive,1940,http://rosalind.info/problems/ba1n/,1,1,,1,0,8,n: 8,"O(f_{bin}(sigma-1, n, d)) where f_{bin}(x, y, z) = sum_{i=0}^z C(y, i)*x^i","n: length of string
d: neighborhood distance threshold
sigma: size of alphabet",n,,,Word RAM,words,3,n: 3,O(n),"Keep track of which indices the differing letters are on, along with which set of letters are replacing the letters in these indices",1,0,,0,,0,,0,0,,0,0,http://rosalind.info/problems/ba1n/,,,,,,,,,,,1000000,1,,1000000000000,1,,1E+18,1,,4,,,Bioinformatics
117,Maximum Cut,0.001,Maximum Cut,912,,,1,1,O(2^V),,,[ Hadlock (1975)],Hadlock,1975,,1,1,,1,0,8,n: 8,O(2^n),"n: number of vertices
m: number of edges",n,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,"V:E
3:4",,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
117,Maximum Cut,2,"Maximum Cut, Approximate",913,,,1,1,O(V)?,,,[https://rajsain.files.wordpress.com/2013/11/randomized-algorithms-motwani-and-raghavan.pdf Motwani & Raghavan (1995)],Motwani & Raghavan,1995,https://rajsain.files.wordpress.com/2013/11/randomized-algorithms-motwani-and-raghavan.pdf,,,,0,0,3,n: 3,O(n)?,"n: number of vertices
m: number of edges",n,,,Word RAM,words,3,n: 3,O(n),Keeps track of current coloring/random assignment,1,0,,1,Monte Carlo,1,0.5,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,2,"Maximum Cut, Approximate",914,,,1,1,O(VE)?,,,[http://lib.ysu.am/open_books/413311.pdf Mitzenmacher & Upfal (2005)],Mitzenmacher & Upfal,2005,http://lib.ysu.am/open_books/413311.pdf,,,,0,0,6,"m: 3,
n: 6",O(mn)?,"n: number of vertices
m: number of edges",n,,,Word RAM,words,3,n: 3,O(n),Keeps track of current coloring/assignment,1,0,,0,,1,0.5,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,2,"Maximum Cut, Approximate",915,,,1,1,O(V^2)?,,,"[https://doc.lagout.org/science/0_Computer%20Science/2_Algorithms/Handbook%20of%20Approximation%20Algorithms%20and%20Metaheuristics%20%5BGonzalez%202007-01-05%5D.pdf Khuller; Raghavachari & Young, ""Greedy Methods"" (2007)]","Khuller; Raghavachari & Young, ""Greedy Methods""",2007,https://doc.lagout.org/science/0_Computer%20Science/2_Algorithms/Handbook%20of%20Approximation%20Algorithms%20and%20Metaheuristics%20%5BGonzalez%202007-01-05%5D.pdf,,,,1,2->3,5,n: 5,O(n^2)?,"n: number of vertices
m: number of edges",n,,,Word RAM,words,3,n: 3,O(n),Keeps track of current coloring/assignment,1,0,,0,,1,0.5,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,1,"Maximum Cut, Approximate",916,,,1,1,O(V^3 logE),,,[https://link.springer.com/content/pdf/10.1007/978-3-642-58412-1.pdf?pdf=button Ausiello et al. (2003)],Ausiello et al.,2003,https://link.springer.com/content/pdf/10.1007/978-3-642-58412-1.pdf?pdf=button,,,,1,1->2,6.01,n: 6.01,O(n^3 \log m),"n: number of vertices
m: number of edges",n,,,Word RAM,words,5,n: 5,O(n^2)?,Each vertex keeps track of O(V)-sized vector. assuming this is the goemans-williamson algorithm,1,0,,0,,1,~0.878; assuming this is the goemans-williamson algorithm,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
117,Maximum Cut,0.001,"Maximum Cut, Approximate",917,,,1,1,O(VE),,,[https://pubsonline.informs.org/doi/epdf/10.1287/ijoc.2017.0798 Dunning; Gupta & Silberholz (2018)],Dunning; Gupta & Silberholz,2018,https://pubsonline.informs.org/doi/epdf/10.1287/ijoc.2017.0798,1,1,https://pubsonline.informs.org/doi/pdf/10.1287/ijoc.2017.0798,1,3->4,6,"m: 3,
n: 6",O(mn),"n: number of vertices
m: number of edges",n,,,Word RAM,words,#VALUE!,,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,244897.9592,Inf,,244897959184,Inf,,2.44898E+17,Inf,,1,,,Combinatorics
118,Wiener Index,1,Minimum Wiener Connector problem,918,,,1,1,O(q(m*log(n)+n*log^2(n))),,,[https://arxiv.org/abs/1504.00513 Ruchansky (2015)],Ruchansky,2015,https://arxiv.org/abs/1504.00513,1,1,https://arxiv.org/pdf/1504.00513.pdf,1,0,5.01,n: 5.01,O(q(m*log(n)+n*log^2(n))),"n: number of vertices
m: number of edges
q: number of query vertices",n,,,Word RAM,words,5,"n: 5,
q: 3,
m: 4",O(q(m+n*log(n))?,"Keeps track of $O(qm)$ shortest-path distances and $O(q*log(n))$ approximate Steiner trees, each of size $O(n)$",1,0,,0,,1,O(1),0,0,,0,0,https://en.wikipedia.org/wiki/Wiener_connector,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics
119,Determinant of Matrices with Integer Entries,2,Determinant of Matrices with Integer Entries,919,,,1,1,O(n^5L^2 (log(n)^2 + L^2)),Any distribution of values?,(behavior same across all inputs),[https://www.ams.org/journals/mcom/1968-22-103/S0025-5718-1968-0226829-0/S0025-5718-1968-0226829-0.pdf Bareiss algorithm (1968)],Bareiss algorithm,1968,https://www.ams.org/journals/mcom/1968-22-103/S0025-5718-1968-0226829-0/S0025-5718-1968-0226829-0.pdf,,,,1,0,5.52,"n: 7,
L: 7,
n^2: 5.52",O(n^5 L^2 (\log(n)^2 + L^2)),"n: dimension of matrix
L: maximum length (in bits) of any entry",n^2,,,Word RAM? (without O(1) multiplication),bits,4.51,"n: 6,
L: 3,
n^2: 4.51",O(n^2(n*log(n)+nL)),Keeps track of $O(n^2)$ entries that have absolute value at most $O(n^{(n/2)}2^{(nL)})$,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Bareiss_algorithm,,,,,,,,,,,6.2801E+20,1,,2.80003E+42,1,,6.52388E+63,1,,2,,,Numerical Analysis
119,Determinant of Matrices with Integer Entries,2,Determinant of Matrices with Integer Entries,920,,,1,1,O(n^4L(log(n) + L)log(log(n) + L)),Any distribution of values?,(behavior same across all inputs),[- Bareiss algorithm with fast multiplication (1968)],Bareiss algorithm with fast multiplication,1968,-,,,,1,0,5.011,"n: 7,
L: 5.01,
n^2: 5.011",O(n^4 L (\log(n) + L) \log(\log(n) + L)),"n: dimension of matrix
L: maximum length (in bits) of any entry",n^2,,,Word RAM? (without O(1) multiplication),bits,4.51,"n: 6,
L: 3,
n^2: 4.51",O(n^2(n*log(n)+nL)),Keeps track of $O(n^2)$ entries that have absolute value at most $O(n^{(n/2)}2^{(nL)})$,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Bareiss_algorithm,,,,,,,,,,,100661655579702,6238821.104,,1.3259E+29,21117970662591,,1.51652E+44,4.30188E+19,,2,,,Numerical Analysis
120,Integer Relation,2,Integer Relation,921,,,1,1,O(n^3),,,[https://www.ams.org/journals/bull/1979-01-06/S0273-0979-1979-14691-3/S0273-0979-1979-14691-3.pdf Ferguson–Forcade algorithm (1979)],Ferguson–Forcade algorithm,1979,https://www.ams.org/journals/bull/1979-01-06/S0273-0979-1979-14691-3/S0273-0979-1979-14691-3.pdf,,,,1,0,6,n: 6,O(n^3),n: number of real numbers to find integer relation for,n,,,Word RAM,words,5,n: 5,O(n^2),Derived: Uses auxiliary $n\times n$ matrices,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,1,,1E+18,1,,1E+27,1,,3,,,Numerical Analysis
120,Integer Relation,2,Integer Relation,922,Lattice-based,,1,1,O(n^4),,,[https://www.math.leidenuniv.nl/~hwl/PUBLICATIONS/1982f/art.pdf LLL algorithm (1982)],LLL algorithm,1982,https://www.math.leidenuniv.nl/~hwl/PUBLICATIONS/1982f/art.pdf,,,,0,0,7,n: 7,O(n^4),n: number of real numbers to find integer relation for,n,https://www.math.leidenuniv.nl/~hwl/PUBLICATIONS/1982f/art.pdf,0,Word RAM,words,5,n: 5,O(n^2),"Derived: Uses n auxiliary vectors each of length n, as well as an nxn matrix",1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Numerical Analysis
120,Integer Relation,2,Integer Relation,924,Partial Sum of Squares,,1,1,O(n^3),,,[https://www.ams.org/journals/mcom/1989-53-188/S0025-5718-1989-0979934-9/S0025-5718-1989-0979934-9.pdf PSOS algorithm (1988)],PSOS algorithm,1988,https://www.ams.org/journals/mcom/1989-53-188/S0025-5718-1989-0979934-9/S0025-5718-1989-0979934-9.pdf,,,,0,0,6,n: 6,O(n^3),n: number of real numbers to find integer relation for,n,,,Word RAM,words,5,n: 5,O(n^2),Derived: Uses multiple nxn auxiliary matrices,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Numerical Analysis
120,Integer Relation,2,Integer Relation,925,Partial Sum of Squares using QR decomposition,,1,1,O(n^3),,,[https://www.ams.org/journals/mcom/1999-68-225/S0025-5718-99-00995-3/S0025-5718-99-00995-3.pdf PSLQ algorithm (1992)],PSLQ algorithm,1992,https://www.ams.org/journals/mcom/1999-68-225/S0025-5718-99-00995-3/S0025-5718-99-00995-3.pdf,,,,0,0,6,n: 6,O(n^3),n: number of real numbers to find integer relation for,n,,,Word RAM,words,5,n: 5,O(n^2),Derived: Uses multiple nxn auxiliary matrices,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Numerical Analysis
122,Sequence-to-Graph Alignment,1,Sequence-to-Graph Alignment,932,,,1,1,O(m(|V | log |V | + |E|)),,,[https://link.springer.com/chapter/10.1007/3-540-63307-3_56 Amir et al. (1997)],Amir et al.,1997,https://link.springer.com/chapter/10.1007/3-540-63307-3_56,1,0,https://reader.elsevier.com/reader/sd/pii/S0196677499910635?token=B149D19F22DC42C8DCC1DFAA76A22B88E61FC2018BF3ED1937F7C5951F9BD810C4726C3153D36F697AE499721F3422A1,1,0,6,"V: 6,
E: 3,
m: 3,
N: 6",O(m(n \log m + E)),"V: number of vertices in original hypertext graph
E: number of edges in original hypertext graph
m: length of pattern
n: number of vertices in converted graph (total text size)
e: number of edges in converted graph",N,,,Word RAM,words,6,"m: 3,
n: 6,
N: 6",O(mn),https://www.sciencedirect.com/science/article/pii/S0304397599003333,0,0,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,"V:E
2:3
m = 300",120000,,120000000,,120000000000,,1217262.743,1,,2413156857,1,,3609050971092,1,,3,,,Combinatorics
122,Sequence-to-Graph Alignment,1,Sequence-to-Graph Alignment,933,,,1,1,O(m(|V | + |E|)) ,,,[https://www.sciencedirect.com/science/article/pii/S0304397599003333 Navarro (2000)],Navarro,2000,https://www.sciencedirect.com/science/article/pii/S0304397599003333,3,1,https://reader.elsevier.com/reader/sd/pii/S0304397599003333?token=C0E6BDF7BA98CD5C338EDB86675CB3A29AF44F5B046E169EE0F115788255757C815F0F0307EAF080CDF9A9DE7AA37764,1,3->4,5,"V: 5,
E: 3,
m: 3,
N: 5",O(n(V + E)) ,"total text size $n$, vertices $V$, edges $E$",N,,,Word RAM,words,3,"V: 3,
N: 3",O(V),https://www.sciencedirect.com/science/article/pii/S0304397599003333,0,1,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,,400,5.694329501,400000,5.694329501,400000000,5.694329501,300000,4.057542476,0.5949767558,300000000,8.04385619,1.003648024,300000000000,12.0301699,1.291345542,3,,,Combinatorics
122,Sequence-to-Graph Alignment,2,Sequence-to-Graph Alignment,934,,,1,1,O(m(|V | log(m|V |) + |E|)),,,[https://www.ncbi.nlm.nih.gov/pubmed/26589280 HybridSpades (2015)],HybridSpades,2015,https://www.ncbi.nlm.nih.gov/pubmed/26589280,,,,0,0,7,"V: 7,
E: 3,
m: 4,
N: 7",O(m(V \log(mV) + E)),"string length $m$, vertices V, edges E",N,,,Word RAM,words,7,"m: 3,
V: 7,
E: 3,
N: 7",O(m*(V+E)),,1,0,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
122,Sequence-to-Graph Alignment,2,Sequence-to-Graph Alignment,935,Dynamic Programming,,1,1,O(mVE) ,,,[https://www.biorxiv.org/content/10.1101/124941v1.full V-ALIGN (2018)],V-ALIGN,2018,https://www.biorxiv.org/content/10.1101/124941v1.full,,,,0,0,6,"V: 6,
E: 3,
m: 3,
N: 6",O(mVE) ,"m: length of input sequence
V: number of vertices
E: number of edges",N,https://www.biorxiv.org/content/10.1101/124941v1.full,0,Word RAM,words,3,"V: 3,
m: 3,
N: 3",O(mV),https://www.biorxiv.org/content/10.1101/124941v1.full,0,1,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
122,Sequence-to-Graph Alignment,2,Sequence-to-Graph Alignment,936,,,1,1,O(V+ mE),,,[https://www.biorxiv.org/content/10.1101/216127v1 Rautiainen and Marschall (2017)],Rautiainen and Marschall,2017,https://www.biorxiv.org/content/10.1101/216127v1,,,,0,0,5,"V: 5,
E: 3,
m: 3,
N: 5",O(V+ mE),"m: length of input sequence
V: number of vertices
E: number of edges",N,https://www.biorxiv.org/content/10.1101/216127v1,0,Word RAM,words,3,"V: 3,
m: 2.5,
N: 3",$O(\sqrt(m)V)$,https://www.biorxiv.org/content/10.1101/216127v1,0,1,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
122,Sequence-to-Graph Alignment,2,Sequence-to-Graph Alignment,937,,,1,1,O(V+ mE),,,"[https://www.biorxiv.org/content/10.1101/522912v1.full.pdf Jain, Chang (2019)]","Jain, Chang",2019,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,0,0,5,"V: 5,
E: 3,
m: 3,
N: 5",O(V+ mE),"m: length of input sequence
V: number of vertices
E: number of edges",N,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,0,Word RAM,words,3,"V: 3,
N: 3",O(V),https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,0,1,,0,,0,,0,0,,0,0,https://www.biorxiv.org/content/10.1101/522912v1.full.pdf,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
122,Sequence-to-Graph Alignment,2,Sequence-to-Graph Alignment,938,,,1,1,O(V + mE),,,"[https://www.ncbi.nlm.nih.gov/pubmed/30851095 Rautiainen, Marschall (2019)]","Rautiainen, Marschall",2019,https://www.ncbi.nlm.nih.gov/pubmed/30851095,,,,0,0,5,"V: 5,
E: 3,
m: 3,
N: 5",O(V + mE),"m: length of input sequence
V: number of vertices
E: number of edges",N,https://www.ncbi.nlm.nih.gov/pubmed/30851095,0,Word RAM,words,3,"V: 3,
m: 3,
N: 3",O(mV),"Derived: algorithm uses a V-sized array of bitvectors each of which is of length m, and also uses a priority queue which has at most V elements. The precomputed pattern bitvectors also takes up O(V * m) space.",1,0,,0,,0,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,3,,,Combinatorics
123,Logarithm Calculations,2,Discrete Logarithm Over Finite Fields,939,,,1,1,O(2^n),,,[NA Trial Multiplication (1940)],Trial Multiplication,1940,NA,,,,0,0,8,n: 8,O(2^n),n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,1,n: 1,$O(1)$,"Derived: Each power $k$ that you try in the brute force search is size $O(\log n)$, which is $O(1)$ when considering $O(\log n)$ size words. Only need to keep track of one at a time.",1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Discrete_logarithm#Algorithms,,,,,1,,1,,1,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,2,Discrete Logarithm Over Finite Fields,940,,,1,1,O(2^{\sqrt{n}}),,,[https://doi.org/10.1090/pspum/020 Baby-step Giant-step (1971)],Baby-step Giant-step,1971,https://doi.org/10.1090/pspum/020,,,,0,0,8,n: 8,O(2^{\sqrt{n}}),n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,8,n: 8,$O(2^{\sqrt{n}})$,Derived: Uses a hash table of this size,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Baby-step_giant-step,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,1,Discrete Logarithm Over Finite Fields,941,,,1,1,O(2^n),,,[https://www.sciencedirect.com/science/article/pii/S0890540198927614 Function Field Sieve (FFS) (1999)],Function Field Sieve (FFS),1999,https://www.sciencedirect.com/science/article/pii/S0890540198927614,,,,0,0,8,n: 8,O(2^n),n: number of digits/bits in the order of the finite group,n,,,,bits,3,n: 3,O(n^{2/3})?,same space as Number Field Sieve?,0,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,1,"Discrete Logarithm Over Finite Fields, F_q",942,,,1,1,$O(e^{(sqrt(2) sqrt(n*logn))})$,,,[NA Index calculus algorithm (1922)],Index calculus algorithm,1922,NA,,,,1,0,8,n: 8,$O(e^{(\sqrt(2) \sqrt(n*logn))})$,"n: number of digits/bits in the order of the finite group
r: size of factor base",n,,,RAM?,bits,3,"n: 3,
r: 5",O(n+r^2)?,See Dixon's algorithm for factoring integers; also works with an O(r)-by-O(r) sized matrix (to obtain discrete logs of primes in factor base),1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Index_calculus_algorithm,,,,,1000,,1000000,,1000000000,,Inf,1,,Inf,1,,Inf,1,,1,,,Statistics
123,Logarithm Calculations,2,Discrete Logarithm Over Finite Fields,943,,,1,1,O(2^n),,,[http://www.ams.org/notices/199612/pomerance.pdf Number Field Sieve (NFS) (1990)],Number Field Sieve (NFS),1990,http://www.ams.org/notices/199612/pomerance.pdf,,,,0,0,8,n: 8,$O(2^n)$,n: number of digits/bits in the order of the finite group,n,,,,bits,3,n: 3,O(n^{2/3}),http://www.ams.org/notices/199612/pomerance.pdf,0,1,,0,,0,,0,0,,0,0,https://core.ac.uk/download/pdf/15590206.pdf,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,1,Discrete Logarithm Over Finite Fields,944,,,1,1,"O(2^{\sqrt{n}}), only for primes; does much better for composites",,,[https://dl.acm.org/citation.cfm?id=2269283 Pohlig-Hellman (1978)],Pohlig-Hellman,1978,https://dl.acm.org/citation.cfm?id=2269283,,,,0,0,8,n: 8,"O(2^{\sqrt{n}}), only for primes; does much better for composites",n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,8,n: 8,$O(2^{\sqrt{n}})$ (though only for primes),A step in the algorithm involves using baby-steps giant-steps to compute discrete logs; the rest of the algorithm (including CRT and repeated powers) isn't as intensive,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,1,Discrete Logarithm Over Finite Fields,945,,,1,1,O(2^{(n/2)}),,,[https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf Pollard's rho algorithm (1978)],Pollard's rho algorithm,1978,https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf,,,,0,0,8,n: 8,$O(2^{(n/2)})$,n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,1,n: 1,O(1),Stores a constant number of O(n)-bit values per iteration,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
123,Logarithm Calculations,1,Discrete Logarithm Over Finite Fields,946,,,1,1,O(2^n),,,[https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf Pollard's kangaroo algorithm (1978)],Pollard's kangaroo algorithm,1978,https://www.ams.org/mcom/1978-32-143/S0025-5718-1978-0491431-9/S0025-5718-1978-0491431-9.pdf,,,,0,0,8,n: 8,O(2^n),n: number of digits/bits in the order of the finite group,n,,,Word RAM,words,1,n: 1,O(1),"Stores a constant number of O(n)-bit values (a, b, x_i, d, x_N, y_i, d_i) per iteration; assumes that the pseudorandom map is part of the input",1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Pollard%27s_kangaroo_algorithm,,,,,,,,,,,Inf,,,,,,,,,1,,,Statistics
125,Self-Balancing Trees Creation,1,,1401,,,1,1,O(nlogn),,,[ AVL Tree (1962)],AVL Tree,1962,,,,,1,0,4,n: 4,O(n \log n),n: number of nodes,n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of intermediary stages of tree before outputting,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965.784285,1,,19931568.57,1,,29897352854,1,,5,,,Combinatorics
125,Self-Balancing Trees Creation,1,,1031,,,1,1,O(nlogn),,,"[https://ieeexplore.ieee.org/document/4567957 Guibas, Sedgewick Red-Black Tree (1972)]","Guibas, Sedgewick Red-Black Tree",1972,https://ieeexplore.ieee.org/document/4567957,,,,0,0,4,n: 4,O(n \log n),n: number of nodes,n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of intermediary stages of tree before outputting,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,5,,,Combinatorics
125,Self-Balancing Trees Creation,1,,1032,,,1,1,O(nlogn),,,[ Hopcroft 2-3 Tree (1970)],Hopcroft 2-3 Tree,1970,,1,1,https://www.cs.drexel.edu/~amd435/courses/cs260/lectures/L-6_2-3_Trees.pdf,0,0,4,n: 4,O(n \log n),n: number of nodes,n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of intermediary stages of tree before outputting,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9965.784285,1,,19931568.57,1,,29897352854,1,,5,,,Combinatorics
125,Self-Balancing Trees Creation,1,,1033,,,1,1,O(nlogn),,,[ Tarjan Splay Tree (1985)],Tarjan Splay Tree,1985,,,,,0,0,4,n: 4,O(n \log n),n: number of nodes,n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of intermediary stages of tree before outputting,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,5,,,Combinatorics
125,Self-Balancing Trees Creation,1,,1034,,,1,1,O(n*b*log(n)/log(b))?,,,"[ Bayer, McCreight B-Tree (1970)]","Bayer, McCreight B-Tree",1970,,,,,0,0,4,n: 4,O(n*b*\log(n)/\log(b))?,"n: number of nodes
b: branching factor",n,,,Word RAM,words,3,n: 3,O(n),Need to keep track of intermediary stages of tree before outputting,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,5,,,Combinatorics
126,Self-Balancing Trees Insertion,1,,1059,,,1,1,O(logn),,,[ Hopcroft 2-3 Tree (1970)],Hopcroft 2-3 Tree,1970,,1,1,https://www.cs.drexel.edu/~amd435/courses/cs260/lectures/L-6_2-3_Trees.pdf,1,0,2,n: 2,O(\log n),n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),Each node being changed requires constant auxiliary space to make changes; can reuse space across nodes being changed,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
126,Self-Balancing Trees Insertion,1,,1035,,,1,1,$O(1)$ amortized,,,"[https://ieeexplore.ieee.org/document/4567957 Guibas, Sedgewick Red-Black Tree (1972)]","Guibas, Sedgewick Red-Black Tree",1972,https://ieeexplore.ieee.org/document/4567957,,,,0,0,2,n: 2,O(\log n),n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),^see above,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
127,Self-Balancing Trees Deletion,1,,1060,,,1,1,O(logn),,,[ Hopcroft 2-3 Tree (1970)],Hopcroft 2-3 Tree,1970,,1,1,https://www.cs.drexel.edu/~amd435/courses/cs260/lectures/L-6_2-3_Trees.pdf,1,0,2,n: 2,O(\log n),n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),^see above,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
127,Self-Balancing Trees Deletion,1,,1036,,,1,1,$O(1)$ amortized,,,"[https://ieeexplore.ieee.org/document/4567957 Guibas, Sedgewick Red-Black Tree (1972)]","Guibas, Sedgewick Red-Black Tree",1972,https://ieeexplore.ieee.org/document/4567957,,,,1,0,2,n: 2,O(\log n),n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),^see above,1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
128,Self-Balancing Trees Search,1,,1061,,,1,1,O(logn),,,[ Hopcroft 2-3 Tree (1970)],Hopcroft 2-3 Tree,1970,,1,1,https://www.cs.drexel.edu/~amd435/courses/cs260/lectures/L-6_2-3_Trees.pdf,1,0,2,n: 2,O(\log n),n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),Need to keep track of constant amount of info during search (i.e. which node we're on and what direction to go),1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
128,Self-Balancing Trees Search,1,,1037,,,1,1,O(logn),,,"[https://ieeexplore.ieee.org/document/4567957 Guibas, Sedgewick Red-Black Tree (1972)]","Guibas, Sedgewick Red-Black Tree",1972,https://ieeexplore.ieee.org/document/4567957,,,,1,0,2,n: 2,O(\log n),n: number of nodes,n,,,Word RAM,words,1,n: 1,O(1),Need to keep track of constant amount of info during search (i.e. which node we're on and what direction to go),1,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,9.965784285,1,,19.93156857,1,,29.89735285,1,,7,,,Combinatorics
